,t (s),x (mm),y (mm),angle (°)
0,0.0,482.780150426509,2649.2579045430184,159.07284121776559
1,0.0334855403348554,489.3729994659991,2653.8403224390077,156.91846545573037
2,0.0669710806697108,483.1179297104673,2652.9319476032815,155.00818139072564
3,0.1004566210045662,481.68026504958624,2653.5856979271007,153.4952361645865
4,0.1339421613394216,481.4449303869585,2657.6770600847876,151.3635269015001
5,0.167427701674277,465.97420305587366,2640.80523548244,148.69126625317938
6,0.2009132420091324,482.951735467058,2663.817995417182,147.1323347347361
7,0.2343987823439878,499.445327487677,2675.678126426639,144.9637845268425
8,0.2678843226788432,484.51585049322455,2657.6491398170806,142.4569418531312
9,0.3013698630136986,463.7652451572421,2640.2193634547934,139.34356564496736
10,0.334855403348554,461.8404242155582,2639.243437727263,135.66304009674715
11,0.3683409436834094,461.06236307515263,2638.330571881146,132.91953561725947
12,0.4018264840182648,468.2745083950684,2642.568562918252,129.6107003785252
13,0.4353120243531202,466.4128122439461,2645.70738206459,125.87220082159439
14,0.4687975646879756,474.28544835015686,2654.0899051600463,121.860875770081
15,0.502283105022831,473.66101539951944,2651.194874507883,117.77371355631027
16,0.5357686453576864,464.3448406255805,2638.3791276900465,113.29031199766789
17,0.5692541856925418,465.405318371958,2639.776699237625,107.94972093193772
18,0.6027397260273972,469.8253123705228,2645.5058855011675,102.69661154152945
19,0.6362252663622526,480.60107827127064,2660.518062579983,96.89873500213191
20,0.669710806697108,469.2626570859868,2650.7673436115824,90.77667323024336
21,0.7031963470319634,476.8592510994817,2659.087029570935,85.32712302132043
22,0.7366818873668188,481.942679369086,2665.0393228116386,77.84922210146706
23,0.7701674277016742,483.05087894667605,2664.175025829278,71.34102081108406
24,0.8036529680365296,481.8237784257384,2663.3048738924904,65.16442732844409
25,0.837138508371385,486.7036271126719,2668.031219733324,58.91135172297771
26,0.8706240487062404,477.69750941034226,2653.5385287630124,52.29056044436061
27,0.9041095890410958,482.87912903549466,2659.892879219367,46.559957318025184
28,0.9375951293759512,480.29054231782516,2655.8354278977476,41.425875243232156
29,0.9710806697108066,486.8299604865923,2665.9058062446343,36.58916873476804
30,1.004566210045662,480.02818300515014,2654.8271024630553,32.570111337906724
31,1.0380517503805176,482.60904200870607,2653.4128598603725,28.601500517993998
32,1.0715372907153728,465.8240959476322,2638.178898403213,24.629125124721867
33,1.1050228310502281,474.16356594658174,2651.105015279509,21.64429739921499
34,1.1385083713850837,473.6605054947317,2644.4463079642446,18.004472154516918
35,1.1719939117199392,471.43801416192116,2640.7684449190538,14.975041856106145
36,1.2054794520547945,459.8152985931163,2623.84091928051,11.175069583127424
37,1.2389649923896497,457.3926884092989,2617.143349219315,8.879452221765717
38,1.2724505327245053,455.10193045920863,2614.8633779167008,6.440680514946706
39,1.3059360730593608,466.64795950109044,2626.9273965054567,4.508714071330104
40,1.339421613394216,464.15228893628205,2625.8183052045592,2.5990116420290974
41,1.3729071537290714,454.8772684097164,2607.0208939896256,0.961284348988471
42,1.4063926940639269,465.1428714418481,2620.1981216972763,-1.5887256566444137
43,1.4398782343987824,456.12349047802326,2606.494060822742,-3.324791982869982
44,1.4733637747336377,458.8195425020447,2612.36995598781,-4.984884105247573
45,1.506849315068493,466.1692524052816,2617.507158336338,-6.840519537550676
46,1.5403348554033485,454.14507061625443,2597.7849788672675,-8.615457784703722
47,1.573820395738204,457.8604490566899,2600.651668011813,-9.737054577572223
48,1.6073059360730593,482.13644581278317,2633.091751535434,-11.904093031256366
49,1.6407914764079146,456.624644463448,2597.4851975088563,-14.333407161243827
50,1.67427701674277,453.46628571173,2594.7918804392716,-15.487184253882333
51,1.7077625570776256,471.4512124685242,2612.326184306032,-17.068479150461826
52,1.7412480974124809,472.5784414117794,2613.893090395602,-18.71697782519078
53,1.7747336377473362,476.41359917243767,2612.6402773414247,-20.67885559654735
54,1.8082191780821917,461.7112329542098,2591.9565198791465,-22.573278803473727
55,1.8417047184170472,466.8784702641304,2598.9150827706876,-24.582848437929215
56,1.8751902587519025,453.05367347918366,2583.607337717725,-26.242809449976676
57,1.9086757990867578,457.0537312532532,2590.315540249498,-28.142517027432916
58,1.9421613394216133,455.39920348411266,2585.325133882059,-30.307373088834026
59,1.9756468797564688,464.1101583291307,2594.7986389160646,-32.30898090495771
60,2.009132420091324,444.23187914648224,2565.7833094287544,-35.22969612654771
61,2.0426179604261794,453.4561194202203,2580.547225704633,-37.574033184538166
62,2.076103500761035,434.8275380875044,2561.6673149871913,-40.90220413467773
63,2.1095890410958904,430.8545923934297,2549.2867666004636,-44.35394853820924
64,2.1430745814307457,437.69060845757883,2558.142564252786,-47.92632477422558
65,2.176560121765601,447.8023779298033,2573.095908177089,-50.483528648616016
66,2.2100456621004563,440.7453415874943,2561.800072381594,-54.80659462235542
67,2.243531202435312,436.91264734158847,2556.5372600064593,-59.153646163435496
68,2.2770167427701673,445.58925895892446,2566.424225546007,-63.484753061862875
69,2.3105022831050226,447.4184935695923,2582.434001266741,-70.10295108393802
70,2.3439878234398783,431.8984459215855,2556.8575446462305,-75.04423971699998
71,2.3774733637747336,439.88616630000166,2566.0852738509197,-80.49320347697721
72,2.410958904109589,461.81512656776505,2595.3491688313256,-87.25000123165177
73,2.444444444444444,454.48288582012833,2585.3558301061894,-95.47506847990581
74,2.4779299847792995,438.0087631773039,2567.2466820808227,-101.15150193029672
75,2.5114155251141552,431.1189283165605,2556.5586580876356,-109.49189356484214
76,2.5449010654490105,436.51514776830453,2566.453636386603,-115.95660098816708
