,t (s),x (mm),y (mm),angle (°)
0,0.0,486.73746869372167,1331.747296410601,-134.42983478242635
1,0.03338666666666667,495.3651110606314,1326.7792209139238,-133.8734935997595
2,0.06677333333333334,489.7501640764791,1328.7097157147373,-134.27842605359308
3,0.10016,491.3054978184299,1327.176343008567,-134.45752831761908
4,0.13354666666666667,487.8210002406081,1329.5019259660844,-134.66711320723485
5,0.16693333333333335,487.53268991971595,1327.4940799547205,-134.44332228842882
6,0.20032,481.73093446222134,1329.5348116140335,-134.60488207082705
7,0.23370666666666667,486.95728879053996,1326.11991886099,-134.25193280893103
8,0.26709333333333335,495.5172337111101,1311.789370734606,-134.17069207763438
9,0.30048,497.41004901018823,1308.6720329424525,-134.95862228486874
10,0.3338666666666667,496.6858057699927,1309.0052996586662,-134.57197140031838
11,0.3672533333333334,507.02730635474256,1294.306912599944,-135.2021303270921
12,0.40064,497.29886031581117,1308.8335937285794,-134.98959989956793
13,0.43402666666666667,516.045791671899,1283.5907220386905,-135.21601484803094
14,0.46741333333333335,508.64134022921803,1295.23308022764,-135.29459820708774
15,0.5008,517.7454820379419,1280.658512967605,-135.35270200584753
16,0.5341866666666667,508.4803719161485,1281.7144174475354,-135.45814530647192
17,0.5675733333333334,502.97430081651794,1296.5982471824948,-135.4430930319108
18,0.60096,510.63586394695994,1280.8762303140877,-135.05851156724273
19,0.6343466666666667,511.9360315850223,1280.706667627654,-135.29051778320968
20,0.6677333333333334,510.9830915077765,1278.6521390351759,-135.31248720247876
21,0.7011200000000001,512.6730738430252,1276.8017472396537,-135.4646242568866
22,0.7345066666666668,514.7338076371007,1266.256449871598,-135.53599714299085
23,0.7678933333333334,522.174717203731,1259.1163079870946,-135.92274244729623
24,0.80128,527.1559549367589,1255.267034221725,-136.01983887065296
25,0.8346666666666667,532.8451206357505,1250.145935782738,-136.11307991216623
26,0.8680533333333333,539.0070658158548,1246.7581648716666,-135.97295132145015
27,0.90144,525.6766943719263,1253.329823158327,-136.2640877481757
28,0.9348266666666667,520.5264737492411,1254.2564335589236,-136.73448536799188
29,0.9682133333333334,519.8438248781079,1256.398767693353,-136.14603983206095
