,t (s),x (mm),y (mm),angle (°)
0,0.0,904.7251316744168,2517.875023109923,-100.4525994921575
1,0.03343717549325026,906.1053688786719,2517.716273438206,-100.45179264621652
2,0.06687435098650052,912.8545126834767,2517.568127021151,-101.11891735140284
3,0.10031152647975078,910.9312699163388,2520.777694560875,-100.88032070530767
4,0.13374870197300104,912.7058027990499,2520.6983691358364,-101.01701129714979
5,0.1671858774662513,918.9619846896519,2517.6316028760016,-101.17147543530518
6,0.20062305295950156,916.0573320855231,2520.3278092827036,-101.1194379058262
7,0.23406022845275182,917.1362025682038,2520.314312254401,-101.24988699910477
8,0.2674974039460021,919.2782539652756,2521.7681819807385,-101.29945628073096
9,0.30093457943925234,920.6487225355129,2521.6090999939524,-101.29829167123228
10,0.3343717549325026,922.3173223518197,2521.309017456771,-101.16538902898117
11,0.36780893042575286,922.4552775894267,2520.5411966635725,-101.39364596299936
12,0.4012461059190031,925.225768601256,2521.7732264872034,-101.5360861482502
13,0.4346832814122534,926.5960840312159,2521.614145118993,-101.53481300990859
14,0.46812045690550363,928.1167744837585,2521.566009294379,-101.4064987349339
15,0.5015576323987538,929.1779525115176,2520.4325984954285,-101.5969566276874
16,0.5349948078920042,935.2192815165442,2519.5456049578074,-101.93328809793377
17,0.5684319833852545,936.3502311166121,2524.4769404828253,-102.26162602941531
18,0.6018691588785047,937.7094466090864,2524.3180769662267,-102.26000406444808
19,0.6353063343717549,939.2352928638622,2520.5012182914306,-102.14092980376529
20,0.6687435098650052,940.5969204178398,2520.347720086475,-102.13928763849725
21,0.7021806853582555,942.9118471360248,2522.774976797509,-102.18685692499014
22,0.7356178608515057,944.2691395714285,2522.6220269268783,-102.18509018190275
23,0.7690550363447559,946.865646248104,2525.8906116455064,-102.93533020070458
24,0.8024922118380062,948.5178988404145,2525.6007762367735,-102.79071428542574
25,0.8359293873312565,951.2653507086159,2527.245973407879,-103.10563662481661
26,0.8693665628245068,952.9740582473823,2528.5705540249387,-103.2861632741309
27,0.902803738317757,953.4814964464028,2527.1487765934003,-102.9374761555739
28,0.9362409138110073,953.0214229144365,2525.347807322838,-102.92984101042293
29,0.9696780893042576,955.546288006394,2529.611575477819,-103.38350183082076
30,1.0031152647975077,956.3931529865297,2524.9877876097,-102.91947344382027
31,1.036552440290758,954.0757216967133,2526.5809989227387,-102.75082268426473
32,1.0699896157840083,959.2272025827094,2525.3744880326412,-103.01436744226476
33,1.1034267912772586,956.9995748590363,2527.1595937275365,-103.11258978544043
34,1.136863966770509,959.4651407047288,2528.6476449804904,-103.28718333930874
35,1.170301142263759,961.888690308049,2529.610341448009,-103.19096340046451
36,1.2037383177570093,962.7312417096969,2528.7597242463057,-103.51205000225974
37,1.2371754932502597,969.2863936315734,2529.8603293001493,-103.92452257496274
38,1.2706126687435098,967.3004827817958,2532.759365545818,-103.93699773726235
39,1.30404984423676,968.9423248754665,2532.4763651002595,-103.80397240438344
40,1.3374870197300104,971.6774212249181,2534.0466585834856,-104.11175220456175
41,1.3709241952232607,972.8884014061059,2534.3972896195587,-104.33096433608114
42,1.404361370716511,974.8680952501677,2535.8618547962387,-104.36681510753772
43,1.437798546209761,976.1974718528537,2535.706270817939,-104.36419420844703
44,1.4712357217030114,978.2027016260865,2535.4984175289605,-104.36669956979438
45,1.5046728971962617,977.754493126451,2533.5549085937464,-104.40661988383255
46,1.5381100726895118,983.1313538873331,2530.9419754370997,-104.87305402315056
47,1.5715472481827621,985.3477506279175,2532.313851134464,-104.76512664059658
48,1.6049844236760125,987.5251741599919,2535.210528013573,-104.87806402381182
49,1.6384215991692628,985.8746949640489,2531.1961212626948,-104.48028927965262
50,1.671858774662513,989.0029145099879,2535.516041038731,-104.80051614964628
51,1.7052959501557632,990.628142459911,2535.2513500739747,-104.66748820047849
52,1.7387331256490135,991.5496193364082,2534.460833650989,-105.08096781393499
53,1.7721703011422638,989.1681674188935,2534.34350313409,-104.95655729876779
54,1.805607476635514,994.8333171849823,2535.763487088272,-105.01668399223666
55,1.8390446521287642,992.5108418426582,2535.6928337063187,-104.89237945791183
56,1.8724818276220145,998.3752130123149,2537.743038970869,-105.30910532011163
57,1.9059190031152649,1000.6278702478072,2539.193524547237,-105.47282302884764
58,1.9393561786085152,1002.8800096075454,2540.315524081116,-105.63108994444698
59,1.9727933541017653,1002.6253251664248,2537.0833050762544,-105.36876157048883
60,2.0062305295950154,1007.3779870422561,2534.7157353572397,-105.60745152466438
61,2.0396677050882657,1010.0892950091327,2537.456714100023,-105.79589046785577
62,2.073104880581516,1008.9695896705431,2539.706386317234,-106.22587454559363
63,2.1065420560747663,1008.2580800570206,2535.7296580439856,-105.95922684875356
64,2.1399792315680166,1010.3758551920987,2538.346600925981,-105.78654052171527
65,2.173416407061267,1011.0457634273083,2536.761108535684,-105.56072502432431
66,2.2068535825545172,1012.03619283032,2535.2838224307684,-106.08404409941124
67,2.2402907580477676,1014.3273186048156,2536.215318202372,-105.97384228959052
68,2.273727933541018,1016.0057993311658,2536.1397738404416,-106.10373095171309
69,2.3071651090342677,1021.1958111191844,2541.592653390804,-106.61519793790711
70,2.340602284527518,1023.864627336001,2539.874400372919,-106.86428262536228
71,2.3740394600207684,1025.5147658721044,2539.790795441526,-106.99378849700065
72,2.4074766355140187,1026.8141346507668,2539.6438246393072,-106.98982830581488
73,2.440913811007269,1027.9720150675341,2540.1168381654743,-107.19812210215423
74,2.4743509865005193,1030.4089911540214,2541.617851523993,-107.48611270708855
75,2.5077881619937696,1031.409244332505,2540.70379288711,-107.1958587754417
