,t (s),x (mm),y (mm),angle (°)
0,0.0,759.8884289209043,606.6543683537152,93.01632953405299
1,0.033437826541274814,765.1586233254599,644.2838441735939,93.14959781814966
2,0.06687565308254963,751.036569285199,603.2297110410072,93.04487073543851
3,0.10031347962382445,761.2271782378764,649.6715701454987,93.06553545725832
4,0.13375130616509925,764.1781954847122,651.8577822823845,91.86477724282626
5,0.16718913270637406,752.481812086847,650.5654379644598,93.06926274797955
6,0.2006269592476489,758.4915981888387,675.3008993867829,92.27871085463883
7,0.2340647857889237,,,
8,0.2675026123301985,757.0575780401844,678.6034753419653,92.25734385288153
9,0.3009404388714733,760.4228918870944,682.6258195064788,92.53663920005404
10,0.3343782654127481,758.0837007214425,704.1691738647182,91.54634277837982
11,0.36781609195402293,765.9010443349558,708.6852360940493,91.42045087847382
12,0.4012539184952978,780.2531925305476,734.4368500727437,91.5373457355269
13,0.4346917450365726,773.1690988299791,716.6766140636796,91.67579234809946
14,0.4681295715778474,785.2362067770091,741.2049863821089,90.75167980823454
15,0.5015673981191222,762.2830465064645,694.4459804784851,91.0920168789529
16,0.535005224660397,775.1912658664229,739.0978399800997,91.11936980887519
17,0.5684430512016718,775.166043388746,738.410224605826,90.61913603908266
18,0.6018808777429466,781.8768070307977,742.2688951511286,91.19333250708742
19,0.6353187042842214,758.5344906493145,736.5158397142986,90.89010499805099
20,0.6687565308254962,780.7758442613812,787.761070052879,90.69561805448099
21,0.702194357366771,762.7211554631194,762.7855274192866,91.33723275668476
22,0.7356321839080459,777.1626423596476,792.308838397295,90.50931602654833
23,0.7690700104493207,761.704304807347,766.2177418510778,90.05364161492172
24,0.8025078369905956,771.6867989625366,791.6654944390025,90.51108385984703
25,0.8359456635318704,756.2155499996468,748.0715382099506,90.60807110213437
26,0.8693834900731452,773.4627679947195,813.1974150630012,89.89443235978092
27,0.90282131661442,780.7475280271807,820.8073335379368,89.84437606472599
28,0.9362591431556948,776.5873946124955,816.8228847137898,88.75915540208798
29,0.9696969696969696,784.6134581834972,845.2469304328929,89.11800309895898
30,1.0031347962382444,752.4023901696963,769.2966981036443,87.13569701588945
31,1.0365726227795191,786.282049659447,846.446326692846,89.3861024051683
32,1.070010449320794,784.7328118809589,864.0117380345532,89.9369275448661
33,1.103448275862069,776.7912166651565,829.3550384414762,89.81341017195088
34,1.1368861024033436,614.5100879650357,404.5110246418676,88.6063276017003
35,1.1703239289446186,789.3864260850627,889.2870460501526,89.51111995789307
36,1.2037617554858933,787.2540974405784,890.472880205552,89.165929496442
37,1.2371995820271682,785.9647718246805,890.16057331295,89.15208682674832
38,1.2706374085684429,774.4291682961115,886.1944942004784,87.96053660808631
39,1.3040752351097178,781.9266513170828,890.9450186922768,86.90326722457412
40,1.3375130616509925,800.5936607618722,890.0872737583409,87.13510490532086
41,1.3709508881922674,777.9103135636684,881.2860892035569,86.82397455351757
42,1.404388714733542,779.7699355844247,915.173105123316,87.26468765974207
43,1.437826541274817,778.4039061243451,918.4204827148601,87.09748984362514
44,1.4712643678160917,778.570014069837,922.6449587397574,85.87993578630723
45,1.5047021943573666,778.0319071770965,924.7018155555634,86.80154485289872
46,1.5381400208986413,794.8267943567306,935.3768351817289,86.69223476817851
47,1.5715778474399162,792.4534772103218,952.2071350259057,86.04631247688866
48,1.6050156739811912,812.4985944014991,967.147484383549,86.40500476644613
49,1.6384535005224659,788.9271168078316,970.3263213624034,86.82299414016371
50,1.6718913270637408,786.1055863260435,972.7710694013947,85.41484531151296
51,1.7053291536050155,795.6560678593132,979.3427374641608,86.68408556109912
52,1.7387669801462904,786.4822205397763,974.8695949769001,85.3426986760658
53,1.772204806687565,807.9696536870025,1007.307444337531,85.79015083364315
54,1.80564263322884,790.0645652010799,996.7484033510402,84.66813278573613
55,1.8390804597701147,785.5654752072552,1011.0466906232891,84.97767468183972
56,1.8725182863113896,783.371424207959,980.3965505821984,85.13586122341027
57,1.9059561128526643,788.8271589687045,1001.8208986951702,85.83474647214186
58,1.9393939393939392,799.3597108605064,1028.6489999291978,85.11457871088766
59,1.972831765935214,791.0680341674732,1025.485822724201,85.23840093007757
60,2.006269592476489,,,
61,2.0397074190177635,792.3876563917704,1047.5330707668911,84.23885598190445
62,2.0731452455590382,804.0233710399756,1053.9346732904353,84.31587033417577
63,2.1065830721003134,804.2096764384656,1057.9760648351216,84.40266863943732
64,2.140020898641588,799.5754022504045,1073.3659658051206,85.09734174166606
65,2.1734587251828628,790.7929682027126,1069.1815979145372,83.59347242876466
66,2.206896551724138,802.0649102176756,1094.9064023456172,83.25403758121843
67,2.2403343782654126,807.25067088843,1115.3353963982104,83.92668042277346
68,2.2737722048066873,802.6581093561643,1085.383775672629,83.56501642266339
69,2.307210031347962,802.100490937048,1100.9008540804764,84.4047994077519
70,2.340647857889237,804.7601553189762,1119.3051982643306,82.41786315827687
71,2.374085684430512,789.8971439122622,1098.7214607776825,82.82423903366066
72,2.4075235109717865,813.052856974523,1127.7201772422738,82.28648954538093
73,2.440961337513061,825.4183789483676,1154.8647916659731,83.05070658891827
74,2.4743991640543364,818.1027194381895,1151.4432663109478,80.54942529199992
75,2.507836990595611,816.8847447226977,1142.6062843956556,79.86141517786054
76,2.5412748171368857,822.2888050807102,1159.8793137549824,81.56189046268044
77,2.5747126436781604,827.958869971446,1181.6970816990342,80.99313041905464
78,2.6081504702194356,829.108107340192,1180.2455846759337,81.12873107094627
79,2.6415882967607103,820.4801373639643,1181.2179201144809,80.93177993296314
80,2.675026123301985,825.362826302303,1200.2050508607779,81.44002740309227
